rxnID,primarySites_ori,primarySites_wtdDist,primarySites_wtdDist_exp_decay,SecondSites_ori,SecondSites_wtdDist,SecondSites_wtdDist_exp_decay
RC01600_f,Neurons,Neurons,Intestine,Intestine,Intestine,Neurons
RC01616_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01639_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC01641_f,Intestine,Intestine,Intestine,NA,NA,Gonad
RC01641_r,Intestine,Intestine,NA,NA,NA,NA
RC01655_f,Intestine,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine
RC01655_r,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis,Intestine
RC01658_f,NA,NA,Gonad,NA,NA,Intestine
RC01663_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01664_f,Glia,Glia,Glia,NA,NA,NA
RC01665_f,Gonad,NA,NA,Hypodermis,NA,NA
RC01665_r,NA,Neurons,Neurons,NA,NA,NA
RC01682_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01687_f,Glia,Glia,Glia,Pharynx,Pharynx,Pharynx
RC01704_f,Intestine,Intestine,Intestine,NA,Gonad,NA
RC01710_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01711_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01724_f,Intestine,Intestine,Intestine,NA,Glia,Gonad
RC01724_r,Intestine,Intestine,NA,Gonad,NA,Glia
RC01737_f,Gonad,Gonad,Gonad,NA,NA,Glia
RC01752_f,Gonad,Gonad,Gonad,NA,NA,NA
RC01758_f,Glia,Glia,Glia,NA,NA,NA
RC01758_r,Glia,Glia,Glia,NA,NA,NA
RC01759_f,Glia,Glia,Glia,NA,NA,NA
RC01759_r,Glia,Glia,Glia,NA,NA,NA
RC01768_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC01769_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC01786_f,Neurons,Neurons,Neurons,NA,Intestine,Intestine
RC01787_f,Glia,Glia,Glia,NA,NA,NA
RC01787_r,Glia,Glia,Glia,NA,NA,NA
RC01793_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
RC01794_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
RC01795_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
RC01799_f,Neurons,Neurons,Neurons,NA,NA,Gonad
RC01802_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01814_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01815_f,Glia,Glia,Neurons,Neurons,Neurons,Glia
RC01819_f,Glia,Glia,Intestine,Intestine,Intestine,Glia
RC01819_r,Hypodermis,Hypodermis,Hypodermis,Gonad,NA,Gonad
RC01827_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01827_r,NA,NA,Intestine,NA,Pharynx,NA
RC01829_f,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons,Body_wall_muscle
RC01830_f,NA,Intestine,Intestine,NA,NA,NA
RC01830_r,Intestine,Intestine,NA,NA,NA,NA
RC01843_f,Body_wall_muscle,Neurons,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle
RC01855_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
RC01857_f,Gonad,NA,Gonad,NA,NA,Neurons
RC01863_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01863_r,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01870_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01870_r,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01876_f,NA,Neurons,NA,NA,NA,NA
RC01876_r,Pharynx,Neurons,Neurons,NA,Pharynx,NA
RC01878_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC01890_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01896_f,Intestine,Body_wall_muscle,Intestine,Body_wall_muscle,Intestine,Body_wall_muscle
RC01903_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01903_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01904_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01904_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01905_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC01909_f,Gonad,Gonad,Gonad,Neurons,Neurons,NA
RC01920_f,Intestine,Intestine,Intestine,NA,Neurons,NA
RC01923_f,Body_wall_muscle,Intestine,Intestine,NA,NA,NA
RC01926_f,Gonad,Gonad,Gonad,Pharynx,Pharynx,Pharynx
RC01931_f,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
RC01931_r,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
RC01938_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC01951_f,NA,NA,Intestine,NA,NA,Neurons
RC01960_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC01961_f,Neurons,Neurons,Neurons,NA,NA,NA
RC01968_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
RC01969_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01969_r,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC01975_f,Intestine,Intestine,Intestine,NA,NA,NA
RC01978_f,Intestine,Intestine,Intestine,Gonad,NA,Gonad
RC01993_r,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA
RC01998_r,Intestine,Intestine,Intestine,NA,NA,NA
RC02003_f,NA,NA,Gonad,NA,NA,Intestine
RC02029_f,NA,Intestine,NA,NA,NA,NA
RC02030_f,NA,NA,Intestine,NA,NA,NA
RC02035_f,Gonad,NA,Gonad,NA,NA,NA
RC02037_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
RC02038_f,Intestine,Intestine,Intestine,NA,NA,NA
RC02038_r,Intestine,Intestine,Intestine,NA,NA,NA
RC02051_f,NA,NA,Intestine,NA,NA,Gonad
RC02051_r,Gonad,Gonad,Intestine,Intestine,Intestine,NA
RC02053_f,Intestine,Intestine,Intestine,Gonad,Gonad,NA
RC02055_f,NA,Glia,Glia,NA,NA,NA
RC02057_f,NA,Intestine,Intestine,NA,Gonad,Gonad
RC02057_r,NA,Intestine,NA,Gonad,Gonad,NA
RC02058_f,Glia,Glia,Glia,NA,NA,Gonad
RC02059_f,Glia,Glia,Glia,NA,NA,NA
RC02061_f,NA,Body_wall_muscle,Intestine,NA,NA,NA
RC02078_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
RC02080_f,Glia,Glia,Glia,Neurons,Neurons,Neurons
RC02082_f,NA,Intestine,Intestine,NA,NA,Gonad
RC02088_f,Intestine,Intestine,Intestine,Neurons,Neurons,Neurons
RC02090_f,Gonad,Neurons,Gonad,Neurons,Gonad,Neurons
RC02090_r,NA,Neurons,Neurons,NA,NA,NA
RC02093_f,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
RC02093_r,Hypodermis,NA,Hypodermis,NA,NA,NA
RC02094_f,Hypodermis,Hypodermis,Gonad,Gonad,Gonad,Hypodermis
RC02094_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC02098_f,Hypodermis,Hypodermis,Hypodermis,Gonad,Gonad,Gonad
RC02099_f,Glia,Glia,Glia,Gonad,Gonad,Intestine
RC02100_f,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis,Gonad
RC02101_f,Gonad,Gonad,Gonad,Hypodermis,Hypodermis,Hypodermis
RC02102_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02103_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC02103_r,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC02107_f,Intestine,Intestine,Intestine,Glia,Glia,Glia
RC02110_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Gonad,Gonad,Gonad
RC02124_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC02124_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC02142_f,Glia,Glia,Glia,NA,NA,NA
RC02147_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02147_r,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02173_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
RC02186_f,Gonad,NA,Gonad,Hypodermis,NA,Hypodermis
RC02222_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC02235_f,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC02235_r,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC02236_f,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC02236_r,Gonad,Gonad,Gonad,Glia,Glia,Glia
RC02239_f,NA,NA,Intestine,NA,NA,NA
RC02240_f,NA,Neurons,NA,NA,NA,NA
RC02241_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
RC02245_f,Intestine,Intestine,Gonad,NA,NA,Intestine
RC02250_f,Intestine,Intestine,Intestine,NA,NA,NA
RC02251_f,NA,NA,Intestine,NA,NA,NA
RC02265_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
RC02266_f,NA,NA,Neurons,NA,NA,NA
RC02269_f,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC02269_r,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
RC02286_f,Hypodermis,Hypodermis,Hypodermis,Neurons,Neurons,Neurons
RC02288_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC02294_f,Glia,Glia,Intestine,Intestine,Intestine,Glia
RC02295_r,Intestine,Glia,Glia,Glia,Intestine,Intestine
RC02297_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02297_r,Glia,Glia,Intestine,Intestine,Intestine,Glia
RC02323_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02326_f,Gonad,NA,NA,Hypodermis,NA,NA
RC02331_f,Hypodermis,Gonad,Gonad,Gonad,Hypodermis,Hypodermis
RC02335_f,Pharynx,Pharynx,NA,Gonad,Gonad,NA
RC02364_f,Gonad,Gonad,Gonad,Intestine,Intestine,Intestine
RC02367_f,Body_wall_muscle,NA,Intestine,NA,NA,Body_wall_muscle
RC02367_r,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine,Body_wall_muscle
RC02389_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC02396_f,Intestine,Intestine,Intestine,NA,NA,NA
RC02397_f,Intestine,Intestine,Intestine,NA,NA,NA
RC02464_f,Intestine,Intestine,Intestine,Gonad,Gonad,NA
RC02484_f,Glia,Intestine,Glia,Intestine,Glia,NA
RC02484_r,Glia,Glia,NA,NA,NA,NA
RC02485_f,Intestine,Gonad,Gonad,Gonad,Intestine,NA
RC02493_f,Gonad,Gonad,Gonad,Neurons,Neurons,NA
RC02519_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC02521_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC02529_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
RC02531_f,Glia,Glia,Glia,NA,NA,NA
RC02531_r,Glia,Glia,Glia,Hypodermis,NA,NA
RC02556_f,Gonad,Gonad,Gonad,Neurons,Neurons,Neurons
RC02557_f,Glia,Glia,Glia,Intestine,Intestine,Intestine
RC02557_r,Glia,Intestine,Glia,Intestine,Glia,Intestine
RC02577_f,Glia,Glia,Glia,NA,NA,NA
RC02577_r,Glia,Glia,Glia,Hypodermis,NA,NA
RC02619_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC02640_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
RC02665_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC02668_f,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
RC02670_f,Intestine,Intestine,Intestine,NA,NA,NA
RC02678_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
